From,To
 Q9NRQ2,Q16740
 P67775,Q16740
 P20618,Q16740
 Q93062-3,Q16740
 P37840,Q16740
 Q13148,Q16740
 Q9Y5L0,Q16740
 O76024,Q16740
 O76031,Q16740
Q16760,Q16760-2
Q16763,Q9UJX6
 P62879,Q16763
 P40337-2,Q16763
Q16769,Q9UHD9
Q15645,Q16773
 Q08AM6,Q16773
Q16775,Q9NYB0
 P31941,Q16775
Q16778,Q96CW1
 O76003,Q16790
P78537,Q16795
 A8MQ03,Q16795
 P42858,Q16795
 Q3LI66,Q16795
 Q8NC60,Q16795
P42858,Q16799
 P55145,Q16799
 O00560,Q16799
Q16820,Q16820
 P14780,Q16820
 P19075,Q16820
P84022,Q16822
O95817,Q16825
 P51813,Q16825
 Q8NEC5,Q16825
 Q9HCG8,Q16825
 Q7L5A3,Q16825
 Q96EF6,Q16825
 Q08379,Q16825
 Q96A72,Q16825
 Q70IA8,Q16825
 Q9HC98-4,Q16825
 Q6X4W1-2,Q16825
 Q9P286,Q16825
 Q9NPB6-2,Q16825
 Q4G0R1,Q16825
 P47897,Q16825
 Q9Y272,Q16825
 Q96RF0,Q16825
 P12931,Q16825
 Q14142,Q16825
 Q8TF42,Q16825
 O14972,Q16825
 Q6ZNH5,Q16825
 O08715-5,Q16825
P04626,Q16827
 P08581,Q16827
 Q02763,Q16827
P05067,Q16828
 P28482,Q16828
 P27361,Q16828
 Q99623,Q16828
 P42681,Q16828
Q16829,Q9H6Z9
 P10912,Q16829
 Q14005-2,Q16829
 O43791,Q16829
 P08238,Q16832
Q16849,Q8WXG6
 P62937,Q16849
 Q13332,Q16849
 O14522,Q16849
 Q92543,Q16849
 Q9H254,Q16849
 Q9H6E4,Q16849
 P48165,Q16849
 Q8TDT2,Q16849
 P21145,Q16849
 P60201,Q16849
 P60201-2,Q16849
 Q9NPL8,Q16849
 Q96HE8,Q16849
 Q13061-2,Q16849
O95376,Q16851
 O76003,Q16851
 P62993,Q16851
 O14901,Q16851
 Q9H8W4,Q16851
 Q16851,Q16851
Q16853,Q3SXY8
 O95484,Q16853
 Q7Z7G2,Q16853
 Q96BA8,Q16853
 Q6PI48,Q16853
 Q8TBE3,Q16853
 Q7Z5P4,Q16853
 P42858,Q16853
 O43765,Q16853
 Q16623,Q16853
Q16864,Q9Y5K8
P11912,Q16873
 Q96BA8,Q16873
 Q15125,Q16873
 O14843,Q16873
 Q14802-3,Q16873
 Q8TDT2,Q16873
 O15529,Q16873
 Q16873,Q16873
 Q8TBB6,Q16873
 Q4KMG9,Q16873
P16118,Q16875
Q16877,Q68D86
 Q9UJX2,Q16877
 Q96L50,Q16877
 P16118,Q16877
Q03135,Q16881
 P03372,Q16881
 Q92731,Q16881
 Q16890,Q16890
 Q62393,Q16890
 Q96AL5,Q16890
 P55327-2,Q16890
P54252,Q16891
 Q8WYQ3,Q16891
 Q9NRI5,Q16891
 P42858,Q16891
 O60341,Q16891
 Q5VU43,Q16891
 P08559,Q16891
 Q9NRI5-1,Q16891
 Q9GZM8,Q16891
Q15642,Q17R89
Q14839,Q17R98
 Q8WXI9,Q17R98
 Q92769,Q17R98
 Q14696,Q17R98
 O94776,Q17R98
 Q16576,Q17R98
Q17RB8,Q6UY14-3
 P13196,Q17RB8
 P63010-2,Q17RB8
 Q7Z3C6,Q17RB8
 Q5T686,Q17RB8
 Q6PI77,Q17RB8
 Q13895,Q17RB8
 Q53FE4,Q17RB8
 Q13137,Q17RB8
 Q8N7E2,Q17RB8
 P55273,Q17RB8
 P27918,Q17RB8
 O43186,Q17RB8
 A8MQ03,Q17RB8
 Q92997,Q17RB8
 Q5JST6,Q17RB8
 Q96Q35-2,Q17RB8
 Q8TAK5,Q17RB8
 Q9BQQ3,Q17RB8
 Q9H8Y8,Q17RB8
 Q14774,Q17RB8
 P49639,Q17RB8
 Q8IYA8,Q17RB8
 Q9UKS7,Q17RB8
 Q9UKT9,Q17RB8
 Q8IXL9,Q17RB8
 Q92993,Q17RB8
 Q9H079,Q17RB8
 Q4G0X4,Q17RB8
 Q7L273,Q17RB8
 Q15323,Q17RB8
 Q92764,Q17RB8
 O95678,Q17RB8
 Q8IUG1,Q17RB8
 Q3SY46,Q17RB8
 Q3LI70,Q17RB8
 Q3SYF9,Q17RB8
 Q9BYR6,Q17RB8
 Q3LI64,Q17RB8
 Q3B8N2,Q17RB8
 P50458,Q17RB8
 Q969G2,Q17RB8
 Q8TBB1,Q17RB8
 Q9Y5V3,Q17RB8
 Q9UJV3-2,Q17RB8
 Q96DV4,Q17RB8
 Q13615,Q17RB8
 Q8TDC0,Q17RB8
 P22736,Q17RB8
 Q96HA8,Q17RB8
 A6NGQ2,Q17RB8
 Q9HBE1-4,Q17RB8
 Q02548,Q17RB8
 P26367,Q17RB8
 Q06710,Q17RB8
 Q9NRD5,Q17RB8
 Q8WVK1,Q17RB8
 P78424,Q17RB8
 Q9UQK1,Q17RB8
 Q9NQX0,Q17RB8
 P0CG20,Q17RB8
 P25786,Q17RB8
 Q93062,Q17RB8
 Q9UFD9,Q17RB8
 Q96P16-3,Q17RB8
 P31947,Q17RB8
 O95391,Q17RB8
 O43597,Q17RB8
 O95793,Q17RB8
 O75558,Q17RB8
 Q5VWN6,Q17RB8
 O60806,Q17RB8
 Q12933,Q17RB8
 P14373,Q17RB8
 Q8IWZ5,Q17RB8
 Q9BZR9,Q17RB8
 Q7KZS0,Q17RB8
 O14933,Q17RB8
 Q99990,Q17RB8
 Q9BRX9,Q17RB8
 P98170,Q17RB8
 Q8TF47,Q17RB8
 Q9BUY5,Q17RB8
 Q96CK0,Q17RB8
 Q6NX45,Q17RB8
 Q9UHR6,Q17RB8
Q17RD7,Q6RW13
 Q6RW13-2,Q17RD7
 P02654,Q17RD7
 P55056,Q17RD7
 Q8IYJ2-2,Q17RD7
 Q96DZ9-2,Q17RD7
 Q9H1C7,Q17RD7
 Q96Q80,Q17RD7
 Q92915-2,Q17RD7
 Q2KHT4-3,Q17RD7
 A8MV81,Q17RD7
 P13473-2,Q17RD7
 Q96B96,Q17RD7
 O95563,Q17RD7
 Q15390,Q17RD7
 Q8IXK0,Q17RD7
 Q9H8W4,Q17RD7
 Q9UI14,Q17RD7
 Q96HR9-2,Q17RD7
 O15258,Q17RD7
 Q6NTF9-3,Q17RD7
 Q9NS64,Q17RD7
 Q9NQC3,Q17RD7
 Q8N3Y7,Q17RD7
 Q8WV19,Q17RD7
 Q9Y371,Q17RD7
 Q8WW34-2,Q17RD7
 Q9NYZ1,Q17RD7
 O43829,Q17RD7
 P28799,Q17RD7
 P04792,Q17RD7
 O60333-2,Q17RD7
 Q9Y3C5,Q17RD7
 O76024,Q17RD7
Q17RW2,Q92624
P50616,Q17RY0
O95967,Q18PE1
 P60484-1,Q19T08
Q1HG44,Q9NRD8
P55212,Q1L5Z9
 P48643,Q1L5Z9
 P99999,Q1L5Z9
 G5E9A7,Q1L5Z9
 P22607,Q1L5Z9
 P14136,Q1L5Z9
 Q14957,Q1L5Z9
 P06396,Q1L5Z9
 O43464,Q1L5Z9
 P42858,Q1L5Z9
 Q8WXH2,Q1L5Z9
 P13473-2,Q1L5Z9
 D3DTS7,Q1L5Z9
 O75400-2,Q1L5Z9
 Q7Z699,Q1L5Z9
 Q13148,Q1L5Z9
 Q86WV8,Q1L5Z9
Q08379,Q1MSJ5
 Q99471,Q1MSJ5
 Q6NUQ1,Q1MSJ5
 Q96HT8,Q1MSJ5
 Q96KN7,Q1MSJ5
P55040,Q1MX18
 O95872,Q1MX18
 P81274,Q1MX18
 Q9UBR4-2,Q1MX18
 Q8IVT4,Q1MX18
 P0CG20,Q1MX18
 Q9BVN2,Q1MX18
 Q96GM5,Q1MX18
 O60504,Q1MX18
 Q9BXF9,Q1MX18
 Q5W5X9-3,Q1MX18
 Q70EL1-9,Q1MX18
 Q96SQ5,Q1MX18
P31749,Q1W6H9
 P49674,Q1W6H9
 P31750,Q1W6H9
 P17931,Q29983
Q29RF7,Q96FF9
 O60216,Q29RF7
 Q9UQE7,Q29RF7
 Q8WVM7,Q29RF7
 Q8N3U4,Q29RF7
 Q53GS7,Q29RF7
 Q99750,Q29RF7
 Q6FHY5,Q29RF7
 Q9NRD5,Q29RF7
 Q7Z699,Q29RF7
Q01638-2,Q2HXU8
 Q8N5M9,Q2HXU8
 Q9UBY5,Q2HXU8
 Q8N112,Q2HXU8
 Q13021,Q2HXU8
 P35372-10,Q2HXU8
 Q9Y342,Q2HXU8
 Q01453,Q2HXU8
 O00767,Q2HXU8
 Q96IW7,Q2HXU8
 Q3ZAQ7,Q2HXU8
 Q12791-5,Q2I0M4
Q2I0M5,X5D778
 Q6P158,Q2I0M5
 Q9P2W3,Q2I0M5
 Q9Y4H4,Q2I0M5
 Q96NT3-2,Q2I0M5
 O14964,Q2I0M5
 Q2WGJ6,Q2I0M5
 P45984,Q2I0M5
 Q13064,Q2I0M5
 Q8WWB5,Q2I0M5
 O75716,Q2I0M5
 A0A024R8A9,Q2I0M5
 Q9Y3S2,Q2I0M5
 Q15935,Q2I0M5
Q2KHM9,Q4LEZ3
 Q7RTU4,Q2KHM9
 P55201-2,Q2KHM9
 Q9NX04,Q2KHM9
 Q8TD31-3,Q2KHM9
 Q8WUE5,Q2KHM9
 Q3B820,Q2KHM9
 Q96CN9,Q2KHM9
 A0A0S2Z4Q4,Q2KHM9
 O14964,Q2KHM9
 Q9BVG8-5,Q2KHM9
 Q8NEH6,Q2KHM9
 Q15154,Q2KHM9
 A0A0S2Z4G9,Q2KHM9
 Q9HAT0,Q2KHM9
 Q96GM5,Q2KHM9
 P51687,Q2KHM9
 Q9BT92,Q2KHM9
 D3DUQ6,Q2KHM9
 Q8N6Y0,Q2KHM9
 O43379,Q2KHM9
 Q8NC26,Q2KHM9
 Q9ULD5,Q2KHM9
Q2KHN1,Q9ULW3
 Q5HYN5,Q2KHN1
 Q92997,Q2KHN1
 Q8N9E0,Q2KHN1
 Q8IZU1,Q2KHN1
 P61328-2,Q2KHN1
 Q9BU76,Q2KHN1
 Q6ZUT1,Q2KHN1
 Q4G0R1,Q2KHN1
 O43395,Q2KHN1
 Q6ZMJ2-2,Q2KHN1
 Q8N9Q2,Q2KHN1
 Q9H2G4,Q2KHN1
 Q7KZS0,Q2KHN1
 Q9NQZ6,Q2KHN1
Q2KHR2,Q9H9E1
 O14593,Q2KHR2
Q12933,Q2KHT4
 P53365,Q2KHT4
 Q9BXU8,Q2KHT4
 Q96C03-3,Q2KHT4
 Q9UKF7-2,Q2KHT4
 O00560,Q2KHT4
 Q9H0W8,Q2KHT4
 Q17RD7,Q2KHT4
P35222,Q2LD37
O15078,Q2M1K9
 P09874,Q2M1K9
 P10276,Q2M1K9
Q2M1Z3,Q9Y490
Q06432,Q2M2E3
 P21926,Q2M2E3
 O14735,Q2M2E3
 Q8TBE1,Q2M2E3
 P81534,Q2M2E3
 Q15125,Q2M2E3
 Q86VI4,Q2M2E3
 Q9NX47,Q2M2E3
 Q6FHY5,Q2M2E3
 Q5J8X5,Q2M2E3
 Q9NZG7,Q2M2E3
 Q96GQ5,Q2M2E3
 Q9NTJ5,Q2M2E3
 Q96AG3,Q2M2E3
 Q9NVC3,Q2M2E3
 P55061,Q2M2E3
 Q8WW34-2,Q2M2E3
 Q96B49,Q2M2E3
 A5PKU2,Q2M2E3
 Q96EC8,Q2M2E3
Q2M2I5,Q4LEZ3
 Q9NYB9-2,Q2M2I5
 Q9P2A4,Q2M2I5
 A2BDD9,Q2M2I5
 Q13515,Q2M2I5
 Q9NX04,Q2M2I5
 Q8TAB5,Q2M2I5
 Q8IYE0,Q2M2I5
 Q8TD31-3,Q2M2I5
 O14964,Q2M2I5
 P04264,Q2M2I5
 P35900,Q2M2I5
 P12035,Q2M2I5
 P19013,Q2M2I5
 P13647,Q2M2I5
 P48668,Q2M2I5
 Q3SY84,Q2M2I5
 Q14CN4,Q2M2I5
 O95678,Q2M2I5
 Q5XKE5,Q2M2I5
 P05787,Q2M2I5
 Q6KB66-2,Q2M2I5
 A5D8V7,Q2M2I5
 P41219,Q2M2I5
 Q9P2K3-2,Q2M2I5
 Q96ES7,Q2M2I5
 O95295,Q2M2I5
 Q9BT92,Q2M2I5
 Q8N7C3,Q2M2I5
 Q3SY00,Q2M2I5
 P40222,Q2M2I5
Q2M2I8,Q9NQ11
Q2M2Z5,Q9P209
 P22607,Q2M2Z5
 P01112,Q2M2Z5
 P50222,Q2M2Z5
 Q9Y6A5,Q2M2Z5
 Q9UBB9,Q2M2Z5
O60341,Q2M3C6
 Q6FHY5,Q2M3C6
Q2M3C7,Q9NYA1
Q15125,Q2M3R5
 Q96KR6,Q2M3R5
 P54219-3,Q2M3R5
 Q9NUH8,Q2M3R5
 Q96Q45-2,Q2M3R5
 Q9Y548,Q2M3R5
P21964-2,Q2MKA7
 Q9ULT6,Q2MKA7
 B0BLW3,Q2MKA7
 Q5SSZ7,Q2MKA7
Q2NKJ3,Q92624
 Q9H668,Q2NKJ3
 Q86WV5,Q2NKJ3
 O14773-1,Q2NKJ3
P05067-2,Q2NKQ1
 Q86V38,Q2NKQ1
 P54253,Q2NKQ1
 Q12798,Q2NKQ1
 P41208,Q2NKQ1
 O15182,Q2NKQ1
 P02489,Q2NKQ1
 P50570-2,Q2NKQ1
 P00488,Q2NKQ1
 O14908-2,Q2NKQ1
 P42858,Q2NKQ1
 O43920,Q2NKQ1
 Q96CV9,Q2NKQ1
 D3DTS7,Q2NKQ1
 O60260-5,Q2NKQ1
 P49768-2,Q2NKQ1
 P49810,Q2NKQ1
 Q8IVP1,Q2NKQ1
 Q16637,Q2NKQ1
 P37840,Q2NKQ1
 P00441,Q2NKQ1
P42858,Q2NKX8
 P61968,Q2NKX8
 P53350,Q2NKX8
 O76024,Q2NKX8
P54253,Q2QGD7
 P46379-2,Q2QGD7
 Q8N4T8,Q2QGD7
 P33076,Q2QGD7
 O14645,Q2QGD7
 P04792,Q2QGD7
 P42858,Q2QGD7
 O60333-2,Q2QGD7
 O14901,Q2QGD7
 Q9NQ76,Q2QGD7
 D3DTS7,Q2QGD7
 Q7Z3K3,Q2QGD7
 P60891,Q2QGD7
 P49810,Q2QGD7
 Q9Y3C5,Q2QGD7
 P00441,Q2QGD7
 P51687,Q2QGD7
 P02766,Q2QGD7
 P61964,Q2QGD7
 O76024,Q2QGD7
 Q96E35,Q2QGD7
 P98168,Q2QGD7
Q2T9J0,Q2T9J0-1
P29972,Q2TAC2
 P40617,Q2TAC2
 Q9HC52,Q2TAC2
 Q96HB5-4,Q2TAC2
 Q86Y33,Q2TAC2
 Q8IYX8-2,Q2TAC2
 Q2TBE0,Q2TAC2
 Q3B820,Q2TAC2
 Q9Y247,Q2TAC2
 Q86YD7,Q2TAC2
 Q92917,Q2TAC2
 Q96CS2,Q2TAC2
 P69905,Q2TAC2
 Q96BZ8,Q2TAC2
 Q96FQ7,Q2TAC2
 P55081,Q2TAC2
 Q6XQN6-2,Q2TAC2
 P18615,Q2TAC2
 Q14980,Q2TAC2
 Q8NEY8,Q2TAC2
 Q6NYC8,Q2TAC2
 Q96QH2,Q2TAC2
 Q8WWY3,Q2TAC2
 P79522,Q2TAC2
 P35236,Q2TAC2
 Q8TBN0,Q2TAC2
 Q96HH0,Q2TAC2
 Q9NU19,Q2TAC2
 Q08117,Q2TAC2
 Q9NV29,Q2TAC2
 Q3SY00,Q2TAC2
 Q9Y4E8,Q2TAC2
 O75604,Q2TAC2
 Q08E77,Q2TAC2
 G3V1X1,Q2TAC2
 Q8N5A5,Q2TAC2
 Q96NC0,Q2TAC2
 Q8TAU3,Q2TAC2
 PRO_0000449631 [P0DTD1],Q2TAC2
 Q8IZP0-5,Q2TAC2
 Q9NYB9-2,Q2TAC2
 O14639-4,Q2TAC2
 Q9Y2J4,Q2TAC2
 Q86SG2,Q2TAC2
 Q03989,Q2TAC2
 A0A0S2Z4M1,Q2TAC2
 O15169,Q2TAC2
 O75815,Q2TAC2
 Q9BXY8,Q2TAC2
 Q9H6X5-2,Q2TAC2
 Q53TS8,Q2TAC2
 Q96LM5,Q2TAC2
 Q8NA61-2,Q2TAC2
 Q96HB5,Q2TAC2
 Q96M91,Q2TAC2
 P38432,Q2TAC2
 Q53ET0,Q2TAC2
 G5E9L9,Q2TAC2
 Q9NRI5-2,Q2TAC2
 Q86UW9,Q2TAC2
 Q5JST6,Q2TAC2
 O15371,Q2TAC2
 Q04637-9,Q2TAC2
 Q14241,Q2TAC2
 Q9NT22,Q2TAC2
 Q96DF8,Q2TAC2
 O95990-4,Q2TAC2
 Q96MY7,Q2TAC2
 Q86W67,Q2TAC2
 P07954,Q2TAC2
 Q9NU39,Q2TAC2
 Q9C0B1-2,Q2TAC2
 P14136,Q2TAC2
 O75420,Q2TAC2
 Q86WP2,Q2TAC2
 Q9HAV7,Q2TAC2
 Q7Z353,Q2TAC2
 Q8IYA8,Q2TAC2
 Q9UKT9,Q2TAC2
 Q0VD86,Q2TAC2
 Q9H0H0,Q2TAC2
 O75564-2,Q2TAC2
 Q63ZY3,Q2TAC2
 Q6ZU52,Q2TAC2
 Q13351,Q2TAC2
 Q9UIH9,Q2TAC2
 Q5T749,Q2TAC2
 P19013,Q2TAC2
 Q01546,Q2TAC2
 Q52LG2,Q2TAC2
 Q3SY46,Q2TAC2
 Q9Y250,Q2TAC2
 Q9Y6D9,Q2TAC2
 Q8TC05,Q2TAC2
 P04732,Q2TAC2
 Q8TDC0,Q2TAC2
 Q15742,Q2TAC2
 O00746,Q2TAC2
 Q9P286,Q2TAC2
 Q96HA1-2,Q2TAC2
 Q7Z5V6-2,Q2TAC2
 Q9NQX0,Q2TAC2
 Q2NL68,Q2TAC2
 Q99633,Q2TAC2
 P28070,Q2TAC2
 Q3KNS1,Q2TAC2
 Q9Y272,Q2TAC2
 Q5RL73,Q2TAC2
 Q8NG50,Q2TAC2
 Q6NUQ1,Q2TAC2
 A0A0S2Z4G9,Q2TAC2
 Q9BVN2,Q2TAC2
 Q96B97,Q2TAC2
 Q6ZSJ9,Q2TAC2
 Q6ZT89-3,Q2TAC2
 Q9H0W8,Q2TAC2
 Q8NCR6,Q2TAC2
 Q16560-2,Q2TAC2
 O60504,Q2TAC2
 O43609,Q2TAC2
 Q5T7P8-2,Q2TAC2
 Q8TDR4,Q2TAC2
 Q9UBB9,Q2TAC2
 P0C1Z6,Q2TAC2
 O43615,Q2TAC2
 P19237,Q2TAC2
 Q05BL1,Q2TAC2
 Q14142,Q2TAC2
 Q14134,Q2TAC2
 Q7Z6J9,Q2TAC2
 Q9NRE2,Q2TAC2
 P40222,Q2TAC2
 Q8N1B4,Q2TAC2
 Q9BW85,Q2TAC2
 Q9P1Z0,Q2TAC2
 Q53FD0-2,Q2TAC2
 Q8N5A5-2,Q2TAC2
 Q9C0F3,Q2TAC2
 Q6S9Z5,Q2TAC2
 Q9H707,Q2TAC2
 Q5T619,Q2TAC2
 Q8N720,Q2TAC2
 A0A0S2Z5X4,Q2TAC2
 Q9Y2P0,Q2TAC2
 Q96MP5,Q2TAC2
Q2TAK8,Q53EZ4
 Q9HD26,Q2TAK8
Q2TAL6,Q6UXT9
 Q6UY14-3,Q2TAL6
 Q8N5M1,Q2TAL6
 P49069,Q2TAL6
 Q8NEC5,Q2TAL6
 Q8NE01,Q2TAL6
 Q49AN0,Q2TAL6
 A8MQ03,Q2TAL6
 Q9H0I2,Q2TAL6
 Q86YD7,Q2TAL6
 Q969U6,Q2TAL6
 Q9BTY2,Q2TAL6
 O43681,Q2TAL6
 Q9Y223-2,Q2TAL6
 Q9GZV7,Q2TAL6
 P49639,Q2TAL6
 P84074,Q2TAL6
 P37235,Q2TAL6
 Q63ZY3,Q2TAL6
 Q5T749,Q2TAL6
 P60410,Q2TAL6
 Q52LG2,Q2TAL6
 Q3SY46,Q2TAL6
 Q9BYR9,Q2TAL6
 P26371,Q2TAL6
 Q5T7P2,Q2TAL6
 Q5T751,Q2TAL6
 Q5T754,Q2TAL6
 Q5TA81,Q2TAL6
 Q5TA82,Q2TAL6
 Q5TA76,Q2TAL6
 Q9BYE3,Q2TAL6
 Q5T5B0,Q2TAL6
 Q5TA78,Q2TAL6
 Q9P121-3,Q2TAL6
 P32242,Q2TAL6
 P16118,Q2TAL6
 Q12837,Q2TAL6
 Q8WWY3,Q2TAL6
 Q9BWG6,Q2TAL6
 Q96EQ0,Q2TAL6
 Q9NUL5-4,Q2TAL6
 O43609,Q2TAL6
 Q8WVR3,Q2TAL6
 Q9UMX0,Q2TAL6
 Q9UHD9,Q2TAL6
 Q6EMK4,Q2TAL6
 P25490,Q2TAL6
 Q9P2F9,Q2TAL6
 Q8TAU3,Q2TAL6
 Q9ULM2,Q2TAL6
 Q6ZNH5,Q2TAL6
 Q96SQ5,Q2TAL6
 Q9H7X3,Q2TAL6
 Q6NX45,Q2TAL6
 Q96EG3,Q2TAL6
Q03989,Q2TAL8
 Q6AI39,Q2TAL8
 H3BRN8,Q2TAL8
 Q5BKX5-3,Q2TAL8
 P40199,Q2TAL8
 O43186,Q2TAL8
 A8MQ03,Q2TAL8
 Q9NQM4,Q2TAL8
 A8MTA8-2,Q2TAL8
 Q14192,Q2TAL8
 Q13643,Q2TAL8
 Q5TD97,Q2TAL8
 Q53SE7,Q2TAL8
 Q96IK5,Q2TAL8
 Q96LI6,Q2TAL8
 Q9UJY1,Q2TAL8
 Q7Z7F0-4,Q2TAL8
 Q96G42,Q2TAL8
 Q14847-2,Q2TAL8
 P52954,Q2TAL8
 Q9UBR4-2,Q2TAL8
 Q969G2,Q2TAL8
 Q8TAP4-4,Q2TAL8
 P61968,Q2TAL8
 P50221,Q2TAL8
 A7E2Y1-2,Q2TAL8
 Q14938,Q2TAL8
 Q14938-5,Q2TAL8
 P23511-2,Q2TAL8
 Q9UBE8,Q2TAL8
 P26367,Q2TAL8
 Q7Z3K3,Q2TAL8
 P78424,Q2TAL8
 P31321,Q2TAL8
 Q9UHX1,Q2TAL8
 Q96I25,Q2TAL8
 P59797,Q2TAL8
 P49903,Q2TAL8
 Q8IUQ4,Q2TAL8
 Q8IYB5-2,Q2TAL8
 Q02086-2,Q2TAL8
 Q8NEQ6,Q2TAL8
 Q96M29,Q2TAL8
 O94842,Q2TAL8
 Q13077,Q2TAL8
 Q12933,Q2TAL8
 Q70EL1-9,Q2TAL8
 Q15942,Q2TAL8
Q2TAY7,Q9Y5P4-2
 Q13123,Q2TAY7
 Q9Y605,Q2TAY7
 Q96HT8,Q2TAY7
 Q4VC12,Q2TAY7
 P49821,Q2TAY7
 A6NK89,Q2TAY7
 O43711,Q2TAY7
 O76024,Q2TAY7
Q2TAZ0,Q7Z3C6
 O95166,Q2TAZ0
 Q9H0R8,Q2TAZ0
 P60520,Q2TAZ0
 Q9GZQ8,Q2TAZ0
 Q6FHY5,Q2TAZ0
 O96008,Q2TAZ0
 Q9Y484,Q2TAZ0
A1L4K1,Q2TBA0
 Q7L590-2,Q2TBA0
 Q8IYX7,Q2TBA0
 Q5VWN6,Q2TBA0
O94929-2,Q2TBE0
 Q9UBB4,Q2TBE0
 Q9Y2T1,Q2TBE0
 Q9BYV9,Q2TBE0
 Q9P1Z2,Q2TBE0
 Q13137,Q2TBE0
 Q9BWT7,Q2TBE0
 Q9H257,Q2TBE0
 Q9H257-2,Q2TBE0
 Q68D86,Q2TBE0
 Q96JN2-2,Q2TBE0
 Q2TAC2,Q2TBE0
 A6NC98,Q2TBE0
 Q96MT8-3,Q2TBE0
 Q8NHQ1,Q2TBE0
 Q8TAP6,Q2TBE0
 Q96M91,Q2TBE0
 Q8N137,Q2TBE0
 Q69YN2,Q2TBE0
 P17661,Q2TBE0
 Q9NRI5-2,Q2TBE0
 Q8IYI6,Q2TBE0
 Q8IZU0,Q2TBE0
 A0A0C3SFZ9,Q2TBE0
 A1L4K1,Q2TBE0
 P51114-2,Q2TBE0
 P51116,Q2TBE0
 O95995,Q2TBE0
 P14136,Q2TBE0
 Q08379,Q2TBE0
 A6NEM1,Q2TBE0
 Q4V328,Q2TBE0
 Q9NSC5,Q2TBE0
 Q9UJC3,Q2TBE0
 Q96ED9,Q2TBE0
 Q96ED9-2,Q2TBE0
 O75031,Q2TBE0
 Q9Y6K9,Q2TBE0
 Q13422-7,Q2TBE0
 Q8WXH2,Q2TBE0
 Q63ZY3,Q2TBE0
 Q8N6L0,Q2TBE0
 Q5T7B8-2,Q2TBE0
 Q9BVG8-5,Q2TBE0
 Q6A162,Q2TBE0
 Q9UBR4-2,Q2TBE0
 Q9NQ69,Q2TBE0
 P48059-3,Q2TBE0
 Q9Y250,Q2TBE0
 Q9BRK4,Q2TBE0
 Q8TC57,Q2TBE0
 Q9Y6D9,Q2TBE0
 P50221,Q2TBE0
 Q5JR59,Q2TBE0
 Q5JR59-3,Q2TBE0
 Q15742,Q2TBE0
 Q9GZM8,Q2TBE0
 Q5VU43-2,Q2TBE0
 Q4G0R1,Q2TBE0
 Q9NRD5,Q2TBE0
 O43586,Q2TBE0
 Q6NUQ1,Q2TBE0
 Q15427,Q2TBE0
 Q13573,Q2TBE0
 O75558,Q2TBE0
 Q86VP1,Q2TBE0
 Q86TI0,Q2TBE0
 Q9UBB9,Q2TBE0
 Q13625-3,Q2TBE0
 Q12933,Q2TBE0
 P36406,Q2TBE0
 P14373,Q2TBE0
 O94972,Q2TBE0
 Q9BYV2,Q2TBE0
 Q9C026,Q2TBE0
 P08670,Q2TBE0
 Q8N1B4,Q2TBE0
 Q96BR9,Q2TBE0
 Q9H0C1,Q2TBE0
 P13682,Q2TBE0
 Q8N720,Q2TBE0
 Q9UGI0,Q2TBE0
Q13501,Q2V2M9
 Q13501,Q2V2M9
Q2VPA4,Q8NEL9-2
Q2WGJ6,Q6UY14-3
 P18825,Q2WGJ6
 O95994,Q2WGJ6
 Q8WXK4-2,Q2WGJ6
 Q6PI77,Q2WGJ6
 Q9H2G9,Q2WGJ6
 Q9H5F2,Q2WGJ6
 Q5T4B2,Q2WGJ6
 P27918,Q2WGJ6
 P78358,Q2WGJ6
 A8MQ03,Q2WGJ6
 Q99766-3,Q2WGJ6
 Q16610,Q2WGJ6
 Q9C0B1-2,Q2WGJ6
 Q9NYA3,Q2WGJ6
 O15499,Q2WGJ6
 Q9BSH5,Q2WGJ6
 P08238,Q2WGJ6
 Q9UKT9,Q2WGJ6
 Q9BS75,Q2WGJ6
 Q7Z3Y8,Q2WGJ6
 Q15323,Q2WGJ6
 O76011,Q2WGJ6
 Q92764,Q2WGJ6
 O76015,Q2WGJ6
 Q6A163,Q2WGJ6
 Q6A162,Q2WGJ6
 P78386,Q2WGJ6
 Q07627,Q2WGJ6
 Q8IUG1,Q2WGJ6
 P60409,Q2WGJ6
 P60410,Q2WGJ6
 P60411,Q2WGJ6
 Q8IUC1,Q2WGJ6
 Q52LG2,Q2WGJ6
 Q9BYR9,Q2WGJ6
 Q9BYR6,Q2WGJ6
 Q9BYQ6,Q2WGJ6
 P26371,Q2WGJ6
 Q3LI66,Q2WGJ6
 Q9BYQ4,Q2WGJ6
 Q9BYQ3,Q2WGJ6
 Q9BYQ0,Q2WGJ6
 Q9UBR4-2,Q2WGJ6
 Q969G2,Q2WGJ6
 P43360,Q2WGJ6
 Q99750,Q2WGJ6
 P50222,Q2WGJ6
 Q13064,Q2WGJ6
 Q6PF18,Q2WGJ6
 Q7Z3S9,Q2WGJ6
 P0DPK4,Q2WGJ6
 Q8IVD9,Q2WGJ6
 O43482,Q2WGJ6
 Q02548,Q2WGJ6
 Q9BYU1,Q2WGJ6
 Q99471,Q2WGJ6
 Q9NRQ2,Q2WGJ6
 Q8WVV4-1,Q2WGJ6
 Q16633,Q2WGJ6
 O76081,Q2WGJ6
 O76081-6,Q2WGJ6
